"coverage_type","source_object","repo_mapping","module","condition","reason","impact","alternative","property","term","source_section","remarks"
"condition","wk_lsu_snoop_snq | 8）wk_lsu_snoop_snq.sv – 677，排除第一个子表达式的子表达式snpdt_state_idle和snq_snpdt_need_chg_tag单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","8）wk_lsu_snoop_snq.sv – 677，排除第一个子表达式的子表达式snpdt_state_idle和snq_snpdt_need_chg_tag单独为0的条件。","排除原因：snpdt_state_idle=0（非idle）表示当前请求在请求数据或者tag状态，而当前snq请求未处理完（以cr-valid为准），不会处理下一个请求（snq_snpdt_start）。第2个条件，如果既不需要请求数据（snq_snpdt_need_data=0）也不需要改变tag（snq_snpdt_need_chg_tag），则不会发起snpdt请求。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_snq | 4）wk_lsu_snoop_snq.sv – 1248，排除子表达式snoop_dt_req_create_en单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","4）wk_lsu_snoop_snq.sv – 1248，排除子表达式snoop_dt_req_create_en单独为0的条件。","排除原因：对于只访问tag的请求，snq_snpdt_start是snoop_dt_req_create_en充分条件。对于需要访问数据的第二笔请求，或者重发的请求，状态机非IDLE是其充分条件。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_snoop_snq | 1）wk_lsu_snoop_resp.sv；ctcq_biu_cr_resp[4:0]，信号tie 0，详见wk_lsu_snoop_ctcq.sv – ctcq_biu_cr_resp；lsu_biu_cr_resp[4]，信号tie 0，详见wk_lsu_snoop_snq_entry.sv – dcache_snq_resp;","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","1）wk_lsu_snoop_resp.sv；ctcq_biu_cr_resp[4:0]，信号tie 0，详见wk_lsu_snoop_ctcq.sv – ctcq_biu_cr_resp；lsu_biu_cr_resp[4]，信号tie 0，详见wk_lsu_snoop_snq_entry.sv – dcache_snq_resp;","1）wk_lsu_snoop_resp.sv；ctcq_biu_cr_resp[4:0]，信号tie 0，详见wk_lsu_snoop_ctcq.sv – ctcq_biu_cr_resp；lsu_biu_cr_resp[4]，信号tie 0，详见wk_lsu_snoop_snq_entry.sv – dcache_snq_resp;","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_snoop_snq | 2）wk_lsu_snoop_snq.sv；snq_dirty_af_ecc[2]，信号tie 0，详见wk_lsu_snoop_snq.sv – snpdt_chg_tag（713），同理排除snq_dcache_snpdt_chg_tag[2]，snpdt_chg_tag[2]；snq_rdy_reorder[0]，排除原因同1.16.1；snq_entry0-5_cr_resp[4]，信号tie 0，详见wk_lsu_snoop_ctcq.sv – ctcq_biu_cr_resp，同理排除snq_biu_cr_resp[4]；snq_create_prot[2:1]，信号tie 0，同1.15.4；arb_snq_snoop_prot[2:0]，信号tie 0，同1.15.4","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","2）wk_lsu_snoop_snq.sv；snq_dirty_af_ecc[2]，信号tie 0，详见wk_lsu_snoop_snq.sv – snpdt_chg_tag（713），同理排除snq_dcache_snpdt_chg_tag[2]，snpdt_chg_tag[2]；snq_rdy_reorder[0]，排除原因同1.16.1；snq_entry0-5_cr_resp[4]，信号tie 0，详见wk_lsu_snoop_ctcq.sv – ctcq_biu_cr_resp，同理排除snq_biu_cr_resp[4]；snq_create_prot[2:1]，信号tie 0，同1.15.4；arb_snq_snoop_prot[2:0]，信号tie 0，同1.15.4","2）wk_lsu_snoop_snq.sv；snq_dirty_af_ecc[2]，信号tie 0，详见wk_lsu_snoop_snq.sv – snpdt_chg_tag（713），同理排除snq_dcache_snpdt_chg_tag[2]，snpdt_chg_tag[2]；snq_rdy_reorder[0]，排除原因同1.16.1；snq_entry0-5_cr_resp[4]，信号tie 0，详见wk_lsu_snoop_ctcq.sv – ctcq_biu_cr_resp，同理排除snq_biu_cr_resp[4]；snq_create_prot[2:1]，信号tie 0，同1.15.4；arb_snq_snoop_prot[2:0]，信号tie 0，同1.15.4","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"fsm","wk_lsu_snoop_snq | 1）cdr_cur_state状态机从中间态跳到复位态。","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","1）cdr_cur_state状态机从中间态跳到复位态。","排除原因：CDR_DATA2/CDR_DATA3没有跳转到IDLE的路径，仅在复位时置IDLE。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.5","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"fsm","wk_lsu_snoop_snq | 2）snpdt_cur_state状态机从中间态跳转到idle","未在本仓库srcs中定位到xx_lsu_snoop_snq生产源","wk_lsu_snoop_snq","2）snpdt_cur_state状态机从中间态跳转到idle","排除原因：同上","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.16.5","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_snq_entry | 1）wk_lsu_snoop_snq_entry.sv – 630，排除snq_need_chg_tag_m单独为1的条件。","未在本仓库srcs中定位到xx_lsu_snoop_snq_entry生产源","wk_lsu_snoop_snq_entry","1）wk_lsu_snoop_snq_entry.sv – 630，排除snq_need_chg_tag_m单独为1的条件。","排除原因：该条件为脏态下的clean_share请求，脏态意味着非S态，而非S态的clean_share请求即snq_need_chg_tag_s，故snq_need_chg_tag_m是snq_need_chg_tag_s充分条件。同理排除618行相应条件。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.17.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_snq_entry | 2）wk_lsu_snoop_snq_entry.sv – 442，排除子表达式arb_snq_entry_oldest_index单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_snq_entry生产源","wk_lsu_snoop_snq_entry","2）wk_lsu_snoop_snq_entry.sv – 442，排除子表达式arb_snq_entry_oldest_index单独为0的条件。","排除原因：该信号表示处理当前子项snq请求，是其查询tag和进行snpdt操作的必要条件。同理排除714行","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.17.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_snoop_snq_entry | 3）wk_lsu_snoop_snq_entry.sv – 587，排除第一个子表达式单独为0的条件。","未在本仓库srcs中定位到xx_lsu_snoop_snq_entry生产源","wk_lsu_snoop_snq_entry","3）wk_lsu_snoop_snq_entry.sv – 587，排除第一个子表达式单独为0的条件。","排除原因：行有效是脏态的必要条件，同理排除536、543行相应条件","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.17.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"fsm","wk_lsu_snoop_snq_entry | 1）wk_lsu_snoop_snq_entry.sv","未在本仓库srcs中定位到xx_lsu_snoop_snq_entry生产源","wk_lsu_snoop_snq_entry","1）wk_lsu_snoop_snq_entry.sv","排除原因：这些状态都没有到IDLE的路径，仅在复位时置IDLE。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.17.5","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_lq | 1）wk_lsu_lq；156-lq_entry_all1s_high0，未使用信号，同理排除lq_entry_all1s_high1, lq_entry_all1s_low0/1。；41-ldc0_ex2_chk_ld_addr1_vld，cache-buffer未使用，该信号tie 0，同理排除lsdc0/1_ex2_chk_ld_addr1_vld；同理排除wk_lsu_lq_entry中，ldc0/lsdc0.1_ex2_chk_ld_addr1_vld, lq_entry_ldc0/lsdc0/1_rar_spec_fail1，","srcs/xx_lsu_lq.sv","wk_lsu_lq","1）wk_lsu_lq；156-lq_entry_all1s_high0，未使用信号，同理排除lq_entry_all1s_high1, lq_entry_all1s_low0/1。；41-ldc0_ex2_chk_ld_addr1_vld，cache-buffer未使用，该信号tie 0，同理排除lsdc0/1_ex2_chk_ld_addr1_vld；同理排除wk_lsu_lq_entry中，ldc0/lsdc0.1_ex2_chk_ld_addr1_vld, lq_entry_ldc0/lsdc0/1_rar_spec_fail1，","1）wk_lsu_lq；156-lq_entry_all1s_high0，未使用信号，同理排除lq_entry_all1s_high1, lq_entry_all1s_low0/1。；41-ldc0_ex2_chk_ld_addr1_vld，cache-buffer未使用，该信号tie 0，同理排除lsdc0/1_ex2_chk_ld_addr1_vld；同理排除wk_lsu_lq_entry中，ldc0/lsdc0.1_ex2_chk_ld_addr1_vld, lq_entry_ldc0/lsdc0/1_rar_spec_fail1，","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.18.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_ls_age_matrix | 1）wk_lsu_age_matrix.sv – 排除条件无法覆盖","未在本仓库srcs中定位到xx_lsu_age_matrix生产源","wk_ls_age_matrix","1）wk_lsu_age_matrix.sv – 排除条件无法覆盖","排除原因：src1_alloc_entry, src2_alloc_entry, src3_alloc_entry接同一个信号；","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.21.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
